,delta,Tau,Method,Recovery
2762,6,0.0,Naive,1
2763,6,0.1,Randomized,1
2764,6,0.0,Naive,1
2765,6,0.1,Randomized,1
2766,6,0.0,Naive,1
2767,6,0.1,Randomized,1
2768,6,0.0,Naive,1
2769,6,0.1,Randomized,1
2770,6,0.0,Naive,1
2771,6,0.1,Randomized,1
2772,6,0.0,Naive,1
2773,6,0.1,Randomized,1
2774,6,0.0,Naive,1
2775,6,0.1,Randomized,1
2776,6,0.0,Naive,1
2777,6,0.1,Randomized,0
2778,6,0.0,Naive,1
2779,6,0.1,Randomized,1
2780,6,0.0,Naive,1
2781,6,0.1,Randomized,1
2782,6,0.0,Naive,0
2783,6,0.1,Randomized,0
2784,6,0.0,Naive,1
2785,6,0.1,Randomized,1
2786,6,0.0,Naive,1
2787,6,0.1,Randomized,1
2788,6,0.0,Naive,0
2789,6,0.1,Randomized,1
2790,6,0.0,Naive,1
2791,6,0.1,Randomized,1
2792,6,0.0,Naive,1
2793,6,0.1,Randomized,1
2794,6,0.0,Naive,1
2795,6,0.1,Randomized,1
2796,6,0.0,Naive,1
2797,6,0.1,Randomized,1
2798,6,0.0,Naive,1
2799,6,0.1,Randomized,0
2800,6,0.0,Naive,1
2801,6,0.1,Randomized,1
2802,6,0.0,Naive,1
2803,6,0.1,Randomized,1
2804,6,0.0,Naive,1
2805,6,0.1,Randomized,1
2806,6,0.0,Naive,1
2807,6,0.1,Randomized,1
2808,6,0.0,Naive,0
2809,6,0.1,Randomized,1
2810,6,0.0,Naive,1
2811,6,0.1,Randomized,0
2812,6,0.0,Naive,1
2813,6,0.1,Randomized,0
2814,6,0.0,Naive,1
2815,6,0.1,Randomized,1
2816,6,0.0,Naive,1
2817,6,0.1,Randomized,1
2818,6,0.0,Naive,1
2819,6,0.1,Randomized,1
2820,6,0.0,Naive,1
2821,6,0.1,Randomized,1
2822,6,0.0,Naive,0
2823,6,0.1,Randomized,1
2824,6,0.0,Naive,1
2825,6,0.1,Randomized,1
2826,6,0.0,Naive,0
2827,6,0.1,Randomized,0
2828,6,0.0,Naive,1
2829,6,0.1,Randomized,1
2830,6,0.0,Naive,1
2831,6,0.1,Randomized,1
2832,6,0.0,Naive,1
2833,6,0.1,Randomized,1
2834,6,0.0,Naive,1
2835,6,0.1,Randomized,1
2836,6,0.0,Naive,1
2837,6,0.1,Randomized,1
2838,6,0.0,Naive,1
2839,6,0.1,Randomized,1
2840,6,0.0,Naive,1
2841,6,0.1,Randomized,1
2842,6,0.0,Naive,1
2843,6,0.1,Randomized,1
2844,6,0.0,Naive,0
2845,6,0.1,Randomized,0
2846,6,0.0,Naive,1
2847,6,0.1,Randomized,1
2848,6,0.0,Naive,1
2849,6,0.1,Randomized,1
2850,6,0.0,Naive,1
2851,6,0.1,Randomized,1
2852,6,0.0,Naive,0
2853,6,0.1,Randomized,0
2854,6,0.0,Naive,1
2855,6,0.1,Randomized,1
2856,6,0.0,Naive,1
2857,6,0.1,Randomized,0
2858,6,0.0,Naive,1
2859,6,0.1,Randomized,1
2860,6,0.0,Naive,1
2861,6,0.1,Randomized,1
2862,6,0.0,Naive,1
2863,6,0.1,Randomized,1
2864,6,0.0,Naive,1
2865,6,0.1,Randomized,1
2866,6,0.0,Naive,1
2867,6,0.1,Randomized,1
2868,6,0.0,Naive,1
2869,6,0.1,Randomized,1
2870,6,0.0,Naive,1
2871,6,0.1,Randomized,1
2872,6,0.0,Naive,1
2873,6,0.1,Randomized,1
2874,6,0.0,Naive,1
2875,6,0.1,Randomized,1
2876,6,0.0,Naive,0
2877,6,0.1,Randomized,0
2878,6,0.0,Naive,1
2879,6,0.1,Randomized,1
2880,6,0.0,Naive,1
2881,6,0.1,Randomized,1
2882,6,0.0,Naive,1
2883,6,0.1,Randomized,1
2884,6,0.0,Naive,1
2885,6,0.1,Randomized,1
2886,6,0.0,Naive,1
2887,6,0.1,Randomized,1
2888,6,0.0,Naive,1
2889,6,0.1,Randomized,1
2890,6,0.0,Naive,0
2891,6,0.1,Randomized,0
2892,6,0.0,Naive,0
2893,6,0.1,Randomized,0
2894,6,0.0,Naive,0
2895,6,0.1,Randomized,0
2896,6,0.0,Naive,1
2897,6,0.1,Randomized,1
2898,6,0.0,Naive,1
2899,6,0.1,Randomized,1
2900,6,0.0,Naive,1
2901,6,0.1,Randomized,1
2902,6,0.0,Naive,1
2903,6,0.1,Randomized,1
2904,6,0.0,Naive,0
2905,6,0.1,Randomized,0
2906,6,0.0,Naive,1
2907,6,0.1,Randomized,1
2908,6,0.0,Naive,1
2909,6,0.1,Randomized,1
2910,6,0.0,Naive,1
2911,6,0.1,Randomized,1
2912,6,0.0,Naive,1
2913,6,0.1,Randomized,0
2914,6,0.0,Naive,1
2915,6,0.1,Randomized,1
2916,6,0.0,Naive,1
2917,6,0.1,Randomized,1
2918,6,0.0,Naive,1
2919,6,0.1,Randomized,1
2920,6,0.0,Naive,1
2921,6,0.1,Randomized,1
2922,6,0.0,Naive,1
2923,6,0.1,Randomized,1
2924,6,0.0,Naive,1
2925,6,0.1,Randomized,1
2926,6,0.0,Naive,1
2927,6,0.1,Randomized,0
2928,6,0.0,Naive,0
2929,6,0.1,Randomized,0
2930,6,0.0,Naive,1
2931,6,0.1,Randomized,1
2932,6,0.0,Naive,1
2933,6,0.1,Randomized,1
2934,6,0.0,Naive,1
2935,6,0.1,Randomized,1
2936,6,0.0,Naive,1
2937,6,0.1,Randomized,1
2938,6,0.0,Naive,1
2939,6,0.1,Randomized,0
2940,6,0.0,Naive,1
2941,6,0.1,Randomized,1
2942,6,0.0,Naive,1
2943,6,0.1,Randomized,1
2944,6,0.0,Naive,1
2945,6,0.1,Randomized,1
2946,6,0.0,Naive,1
2947,6,0.1,Randomized,1
2948,6,0.0,Naive,1
2949,6,0.1,Randomized,1
2950,6,0.0,Naive,1
2951,6,0.1,Randomized,1
2952,6,0.0,Naive,1
2953,6,0.1,Randomized,1
2954,6,0.0,Naive,1
2955,6,0.1,Randomized,1
2956,6,0.0,Naive,1
2957,6,0.1,Randomized,1
2958,6,0.0,Naive,1
2959,6,0.1,Randomized,0
2960,6,0.0,Naive,1
2961,6,0.1,Randomized,0
2962,6,0.0,Naive,1
2963,6,0.1,Randomized,1
2964,6,0.0,Naive,1
2965,6,0.1,Randomized,1
2966,6,0.0,Naive,1
2967,6,0.1,Randomized,1
2968,6,0.0,Naive,1
2969,6,0.1,Randomized,1
2970,6,0.0,Naive,1
2971,6,0.1,Randomized,1
2972,6,0.0,Naive,1
2973,6,0.1,Randomized,1
2974,6,0.0,Naive,1
2975,6,0.1,Randomized,1
2976,6,0.0,Naive,1
2977,6,0.1,Randomized,0
2978,6,0.0,Naive,1
2979,6,0.1,Randomized,1
2980,6,0.0,Naive,1
2981,6,0.1,Randomized,1
2982,6,0.0,Naive,1
2983,6,0.1,Randomized,1
2984,6,0.0,Naive,1
2985,6,0.1,Randomized,0
2986,6,0.0,Naive,1
2987,6,0.1,Randomized,1
2988,6,0.0,Naive,1
2989,6,0.1,Randomized,1
2990,6,0.0,Naive,1
2991,6,0.1,Randomized,1
2992,6,0.0,Naive,1
2993,6,0.1,Randomized,1
2994,6,0.0,Naive,0
2995,6,0.1,Randomized,0
2996,6,0.0,Naive,1
2997,6,0.1,Randomized,1
2998,6,0.0,Naive,1
2999,6,0.1,Randomized,1
3000,8,0.0,Naive,1
3001,8,0.1,Randomized,1
3002,8,0.0,Naive,1
3003,8,0.1,Randomized,1
3004,8,0.0,Naive,1
3005,8,0.1,Randomized,1
3006,8,0.0,Naive,1
3007,8,0.1,Randomized,1
3008,8,0.0,Naive,1
3009,8,0.1,Randomized,1
3010,8,0.0,Naive,1
3011,8,0.1,Randomized,1
3012,8,0.0,Naive,1
3013,8,0.1,Randomized,1
3014,8,0.0,Naive,1
3015,8,0.1,Randomized,1
3016,8,0.0,Naive,1
3017,8,0.1,Randomized,1
3018,8,0.0,Naive,1
3019,8,0.1,Randomized,1
3020,8,0.0,Naive,1
3021,8,0.1,Randomized,1
3022,8,0.0,Naive,1
3023,8,0.1,Randomized,1
3024,8,0.0,Naive,1
3025,8,0.1,Randomized,1
3026,8,0.0,Naive,1
3027,8,0.1,Randomized,1
3028,8,0.0,Naive,1
3029,8,0.1,Randomized,1
3030,8,0.0,Naive,1
3031,8,0.1,Randomized,1
3032,8,0.0,Naive,1
3033,8,0.1,Randomized,1
3034,8,0.0,Naive,1
3035,8,0.1,Randomized,1
3036,8,0.0,Naive,1
3037,8,0.1,Randomized,1
3038,8,0.0,Naive,1
3039,8,0.1,Randomized,1
3040,8,0.0,Naive,1
3041,8,0.1,Randomized,1
3042,8,0.0,Naive,1
3043,8,0.1,Randomized,1
3044,8,0.0,Naive,1
3045,8,0.1,Randomized,1
3046,8,0.0,Naive,1
3047,8,0.1,Randomized,1
3048,8,0.0,Naive,1
3049,8,0.1,Randomized,1
3050,8,0.0,Naive,1
3051,8,0.1,Randomized,1
3052,8,0.0,Naive,1
3053,8,0.1,Randomized,1
3054,8,0.0,Naive,1
3055,8,0.1,Randomized,1
3056,8,0.0,Naive,1
3057,8,0.1,Randomized,1
3058,8,0.0,Naive,1
3059,8,0.1,Randomized,1
3060,8,0.0,Naive,1
3061,8,0.1,Randomized,1
3062,8,0.0,Naive,1
3063,8,0.1,Randomized,1
3064,8,0.0,Naive,1
3065,8,0.1,Randomized,1
3066,8,0.0,Naive,1
3067,8,0.1,Randomized,1
3068,8,0.0,Naive,1
3069,8,0.1,Randomized,1
3070,8,0.0,Naive,1
3071,8,0.1,Randomized,1
3072,8,0.0,Naive,1
3073,8,0.1,Randomized,1
3074,8,0.0,Naive,1
3075,8,0.1,Randomized,1
3076,8,0.0,Naive,1
3077,8,0.1,Randomized,1
3078,8,0.0,Naive,1
3079,8,0.1,Randomized,1
3080,8,0.0,Naive,1
3081,8,0.1,Randomized,1
3082,8,0.0,Naive,1
3083,8,0.1,Randomized,1
3084,8,0.0,Naive,1
3085,8,0.1,Randomized,1
3086,8,0.0,Naive,1
3087,8,0.1,Randomized,1
3088,8,0.0,Naive,1
3089,8,0.1,Randomized,1
3090,8,0.0,Naive,1
3091,8,0.1,Randomized,1
3092,8,0.0,Naive,1
3093,8,0.1,Randomized,1
3094,8,0.0,Naive,1
3095,8,0.1,Randomized,1
3096,8,0.0,Naive,1
3097,8,0.1,Randomized,1
3098,8,0.0,Naive,1
3099,8,0.1,Randomized,1
3100,8,0.0,Naive,1
3101,8,0.1,Randomized,1
3102,8,0.0,Naive,1
3103,8,0.1,Randomized,1
3104,8,0.0,Naive,1
3105,8,0.1,Randomized,1
3106,8,0.0,Naive,1
3107,8,0.1,Randomized,1
3108,8,0.0,Naive,1
3109,8,0.1,Randomized,1
3110,8,0.0,Naive,1
3111,8,0.1,Randomized,1
3112,8,0.0,Naive,1
3113,8,0.1,Randomized,1
3114,8,0.0,Naive,1
3115,8,0.1,Randomized,1
3116,8,0.0,Naive,1
3117,8,0.1,Randomized,1
3118,8,0.0,Naive,1
3119,8,0.1,Randomized,1
3120,8,0.0,Naive,1
3121,8,0.1,Randomized,1
3122,8,0.0,Naive,1
3123,8,0.1,Randomized,1
3124,8,0.0,Naive,1
3125,8,0.1,Randomized,1
3126,8,0.0,Naive,1
3127,8,0.1,Randomized,1
3128,8,0.0,Naive,1
3129,8,0.1,Randomized,1
3130,8,0.0,Naive,1
3131,8,0.1,Randomized,1
3132,8,0.0,Naive,1
3133,8,0.1,Randomized,1
3134,8,0.0,Naive,1
3135,8,0.1,Randomized,1
3136,8,0.0,Naive,1
3137,8,0.1,Randomized,1
3138,8,0.0,Naive,1
3139,8,0.1,Randomized,1
3140,8,0.0,Naive,1
3141,8,0.1,Randomized,1
3142,8,0.0,Naive,1
3143,8,0.1,Randomized,1
3144,8,0.0,Naive,1
3145,8,0.1,Randomized,1
3146,8,0.0,Naive,1
3147,8,0.1,Randomized,1
3148,8,0.0,Naive,1
3149,8,0.1,Randomized,0
3150,8,0.0,Naive,1
3151,8,0.1,Randomized,1
3152,8,0.0,Naive,1
3153,8,0.1,Randomized,1
3154,8,0.0,Naive,1
3155,8,0.1,Randomized,1
3156,8,0.0,Naive,1
3157,8,0.1,Randomized,1
3158,8,0.0,Naive,1
3159,8,0.1,Randomized,1
3160,8,0.0,Naive,1
3161,8,0.1,Randomized,1
3162,8,0.0,Naive,1
3163,8,0.1,Randomized,1
3164,8,0.0,Naive,1
3165,8,0.1,Randomized,1
3166,8,0.0,Naive,1
3167,8,0.1,Randomized,1
3168,8,0.0,Naive,1
3169,8,0.1,Randomized,1
3170,8,0.0,Naive,1
3171,8,0.1,Randomized,1
3172,8,0.0,Naive,1
3173,8,0.1,Randomized,1
3174,8,0.0,Naive,1
3175,8,0.1,Randomized,1
3176,8,0.0,Naive,1
3177,8,0.1,Randomized,1
3178,8,0.0,Naive,1
3179,8,0.1,Randomized,1
3180,8,0.0,Naive,1
3181,8,0.1,Randomized,1
3182,8,0.0,Naive,1
3183,8,0.1,Randomized,1
3184,8,0.0,Naive,1
3185,8,0.1,Randomized,1
3186,8,0.0,Naive,1
3187,8,0.1,Randomized,1
3188,8,0.0,Naive,1
3189,8,0.1,Randomized,1
3190,8,0.0,Naive,1
3191,8,0.1,Randomized,1
3192,8,0.0,Naive,1
3193,8,0.1,Randomized,1
3194,8,0.0,Naive,1
3195,8,0.1,Randomized,1
3196,8,0.0,Naive,1
3197,8,0.1,Randomized,1
3198,8,0.0,Naive,1
3199,8,0.1,Randomized,1
3200,8,0.0,Naive,1
3201,8,0.1,Randomized,1
3202,8,0.0,Naive,1
3203,8,0.1,Randomized,1
3204,8,0.0,Naive,1
3205,8,0.1,Randomized,1
3206,8,0.0,Naive,1
3207,8,0.1,Randomized,1
3208,8,0.0,Naive,1
3209,8,0.1,Randomized,1
3210,8,0.0,Naive,1
3211,8,0.1,Randomized,1
3212,8,0.0,Naive,1
3213,8,0.1,Randomized,1
3214,8,0.0,Naive,1
3215,8,0.1,Randomized,1
3216,8,0.0,Naive,1
3217,8,0.1,Randomized,1
3218,8,0.0,Naive,1
3219,8,0.1,Randomized,1
3220,8,0.0,Naive,1
3221,8,0.1,Randomized,1
3222,8,0.0,Naive,1
3223,8,0.1,Randomized,1
3224,8,0.0,Naive,1
3225,8,0.1,Randomized,1
3226,8,0.0,Naive,1
3227,8,0.1,Randomized,1
3228,8,0.0,Naive,1
3229,8,0.1,Randomized,1
3230,8,0.0,Naive,1
3231,8,0.1,Randomized,1
3232,8,0.0,Naive,1
3233,8,0.1,Randomized,1
3234,8,0.0,Naive,1
3235,8,0.1,Randomized,1
3236,8,0.0,Naive,1
3237,8,0.1,Randomized,1
3238,8,0.0,Naive,1
3239,8,0.1,Randomized,1
3240,8,0.0,Naive,1
3241,8,0.1,Randomized,1
3242,8,0.0,Naive,1
3243,8,0.1,Randomized,1
3244,8,0.0,Naive,1
3245,8,0.1,Randomized,1
3246,8,0.0,Naive,1
3247,8,0.1,Randomized,1
3248,8,0.0,Naive,1
3249,8,0.1,Randomized,1
3250,8,0.0,Naive,1
3251,8,0.1,Randomized,1
3252,8,0.0,Naive,1
3253,8,0.1,Randomized,1
3254,8,0.0,Naive,1
3255,8,0.1,Randomized,1
3256,8,0.0,Naive,1
3257,8,0.1,Randomized,1
3258,8,0.0,Naive,1
3259,8,0.1,Randomized,1
3260,8,0.0,Naive,1
3261,8,0.1,Randomized,1
3262,8,0.0,Naive,1
3263,8,0.1,Randomized,1
3264,8,0.0,Naive,1
3265,8,0.1,Randomized,1
3266,8,0.0,Naive,1
3267,8,0.1,Randomized,1
3268,8,0.0,Naive,1
3269,8,0.1,Randomized,1
3270,8,0.0,Naive,1
3271,8,0.1,Randomized,1
3272,8,0.0,Naive,1
3273,8,0.1,Randomized,1
3274,8,0.0,Naive,1
3275,8,0.1,Randomized,1
3276,8,0.0,Naive,1
3277,8,0.1,Randomized,1
3278,8,0.0,Naive,1
3279,8,0.1,Randomized,1
3280,8,0.0,Naive,1
3281,8,0.1,Randomized,1
3282,8,0.0,Naive,1
3283,8,0.1,Randomized,1
3284,8,0.0,Naive,1
3285,8,0.1,Randomized,1
3286,8,0.0,Naive,1
3287,8,0.1,Randomized,1
3288,8,0.0,Naive,1
3289,8,0.1,Randomized,1
3290,8,0.0,Naive,1
3291,8,0.1,Randomized,1
3292,8,0.0,Naive,1
3293,8,0.1,Randomized,1
3294,8,0.0,Naive,1
3295,8,0.1,Randomized,1
3296,8,0.0,Naive,1
3297,8,0.1,Randomized,1
3298,8,0.0,Naive,1
3299,8,0.1,Randomized,1
3300,8,0.0,Naive,1
3301,8,0.1,Randomized,1
3302,8,0.0,Naive,1
3303,8,0.1,Randomized,1
3304,8,0.0,Naive,1
3305,8,0.1,Randomized,1
3306,8,0.0,Naive,1
3307,8,0.1,Randomized,1
3308,8,0.0,Naive,1
3309,8,0.1,Randomized,1
3310,8,0.0,Naive,1
3311,8,0.1,Randomized,1
3312,8,0.0,Naive,1
3313,8,0.1,Randomized,1
3314,8,0.0,Naive,1
3315,8,0.1,Randomized,1
3316,8,0.0,Naive,1
3317,8,0.1,Randomized,1
3318,8,0.0,Naive,1
3319,8,0.1,Randomized,1
3320,8,0.0,Naive,1
3321,8,0.1,Randomized,1
3322,8,0.0,Naive,1
3323,8,0.1,Randomized,1
3324,8,0.0,Naive,1
3325,8,0.1,Randomized,1
3326,8,0.0,Naive,1
3327,8,0.1,Randomized,1
3328,8,0.0,Naive,1
3329,8,0.1,Randomized,1
3330,8,0.0,Naive,1
3331,8,0.1,Randomized,1
3332,8,0.0,Naive,1
3333,8,0.1,Randomized,1
3334,8,0.0,Naive,1
3335,8,0.1,Randomized,1
3336,8,0.0,Naive,1
3337,8,0.1,Randomized,1
3338,8,0.0,Naive,1
3339,8,0.1,Randomized,1
3340,8,0.0,Naive,1
3341,8,0.1,Randomized,1
3342,8,0.0,Naive,1
3343,8,0.1,Randomized,1
3344,8,0.0,Naive,1
3345,8,0.1,Randomized,1
3346,8,0.0,Naive,1
3347,8,0.1,Randomized,1
3348,8,0.0,Naive,1
3349,8,0.1,Randomized,1
3350,8,0.0,Naive,1
3351,8,0.1,Randomized,1
3352,8,0.0,Naive,1
3353,8,0.1,Randomized,1
3354,8,0.0,Naive,1
3355,8,0.1,Randomized,1
3356,8,0.0,Naive,1
3357,8,0.1,Randomized,1
3358,8,0.0,Naive,1
3359,8,0.1,Randomized,1
3360,8,0.0,Naive,1
3361,8,0.1,Randomized,1
3362,8,0.0,Naive,1
3363,8,0.1,Randomized,1
3364,8,0.0,Naive,1
3365,8,0.1,Randomized,1
3366,8,0.0,Naive,1
3367,8,0.1,Randomized,1
3368,8,0.0,Naive,1
3369,8,0.1,Randomized,1
3370,8,0.0,Naive,1
3371,8,0.1,Randomized,1
3372,8,0.0,Naive,1
3373,8,0.1,Randomized,1
3374,8,0.0,Naive,1
3375,8,0.1,Randomized,1
3376,8,0.0,Naive,1
3377,8,0.1,Randomized,1
3378,8,0.0,Naive,1
3379,8,0.1,Randomized,1
3380,8,0.0,Naive,1
3381,8,0.1,Randomized,1
3382,8,0.0,Naive,1
3383,8,0.1,Randomized,1
3384,8,0.0,Naive,1
3385,8,0.1,Randomized,1
3386,8,0.0,Naive,1
3387,8,0.1,Randomized,1
3388,8,0.0,Naive,1
3389,8,0.1,Randomized,1
3390,8,0.0,Naive,1
3391,8,0.1,Randomized,1
3392,8,0.0,Naive,1
3393,8,0.1,Randomized,1
3394,8,0.0,Naive,1
3395,8,0.1,Randomized,1
3396,8,0.0,Naive,1
3397,8,0.1,Randomized,1
3398,8,0.0,Naive,1
3399,8,0.1,Randomized,1
3400,8,0.0,Naive,1
3401,8,0.1,Randomized,1
3402,8,0.0,Naive,1
3403,8,0.1,Randomized,1
3404,8,0.0,Naive,1
3405,8,0.1,Randomized,1
3406,8,0.0,Naive,1
3407,8,0.1,Randomized,1
3408,8,0.0,Naive,1
3409,8,0.1,Randomized,1
3410,8,0.0,Naive,1
3411,8,0.1,Randomized,1
3412,8,0.0,Naive,1
3413,8,0.1,Randomized,1
3414,8,0.0,Naive,1
3415,8,0.1,Randomized,1
3416,8,0.0,Naive,1
3417,8,0.1,Randomized,1
3418,8,0.0,Naive,1
3419,8,0.1,Randomized,1
3420,8,0.0,Naive,1
3421,8,0.1,Randomized,1
3422,8,0.0,Naive,1
3423,8,0.1,Randomized,1
3424,8,0.0,Naive,1
3425,8,0.1,Randomized,1
3426,8,0.0,Naive,1
3427,8,0.1,Randomized,1
3428,8,0.0,Naive,1
3429,8,0.1,Randomized,1
3430,8,0.0,Naive,1
3431,8,0.1,Randomized,1
3432,8,0.0,Naive,1
3433,8,0.1,Randomized,1
3434,8,0.0,Naive,1
3435,8,0.1,Randomized,1
3436,8,0.0,Naive,1
3437,8,0.1,Randomized,1
3438,8,0.0,Naive,1
3439,8,0.1,Randomized,1
3440,8,0.0,Naive,1
3441,8,0.1,Randomized,1
3442,8,0.0,Naive,1
3443,8,0.1,Randomized,1
3444,8,0.0,Naive,1
3445,8,0.1,Randomized,1
3446,8,0.0,Naive,1
3447,8,0.1,Randomized,1
3448,8,0.0,Naive,1
3449,8,0.1,Randomized,1
3450,8,0.0,Naive,1
3451,8,0.1,Randomized,1
3452,8,0.0,Naive,1
3453,8,0.1,Randomized,1
3454,8,0.0,Naive,1
3455,8,0.1,Randomized,1
3456,8,0.0,Naive,1
3457,8,0.1,Randomized,1
3458,8,0.0,Naive,1
3459,8,0.1,Randomized,1
3460,8,0.0,Naive,1
3461,8,0.1,Randomized,1
3462,8,0.0,Naive,1
3463,8,0.1,Randomized,1
3464,8,0.0,Naive,1
3465,8,0.1,Randomized,1
3466,8,0.0,Naive,1
3467,8,0.1,Randomized,1
3468,8,0.0,Naive,1
3469,8,0.1,Randomized,1
3470,8,0.0,Naive,1
3471,8,0.1,Randomized,1
3472,8,0.0,Naive,1
3473,8,0.1,Randomized,1
3474,8,0.0,Naive,1
3475,8,0.1,Randomized,1
3476,8,0.0,Naive,1
3477,8,0.1,Randomized,1
3478,8,0.0,Naive,1
3479,8,0.1,Randomized,1
3480,8,0.0,Naive,1
3481,8,0.1,Randomized,1
3482,8,0.0,Naive,1
3483,8,0.1,Randomized,1
3484,8,0.0,Naive,1
3485,8,0.1,Randomized,1
3486,8,0.0,Naive,1
3487,8,0.1,Randomized,1
3488,8,0.0,Naive,1
3489,8,0.1,Randomized,1
3490,8,0.0,Naive,1
3491,8,0.1,Randomized,1
3492,8,0.0,Naive,1
3493,8,0.1,Randomized,1
3494,8,0.0,Naive,1
3495,8,0.1,Randomized,1
3496,8,0.0,Naive,1
3497,8,0.1,Randomized,1
3498,8,0.0,Naive,1
3499,8,0.1,Randomized,1
3500,8,0.0,Naive,1
3501,8,0.1,Randomized,1
3502,8,0.0,Naive,1
3503,8,0.1,Randomized,1
3504,8,0.0,Naive,1
3505,8,0.1,Randomized,1
3506,8,0.0,Naive,1
3507,8,0.1,Randomized,1
3508,8,0.0,Naive,1
3509,8,0.1,Randomized,1
3510,8,0.0,Naive,1
3511,8,0.1,Randomized,1
3512,8,0.0,Naive,1
3513,8,0.1,Randomized,1
3514,8,0.0,Naive,1
3515,8,0.1,Randomized,1
3516,8,0.0,Naive,1
3517,8,0.1,Randomized,1
3518,8,0.0,Naive,1
3519,8,0.1,Randomized,1
3520,8,0.0,Naive,1
3521,8,0.1,Randomized,1
3522,8,0.0,Naive,1
3523,8,0.1,Randomized,1
3524,8,0.0,Naive,1
3525,8,0.1,Randomized,1
3526,8,0.0,Naive,1
3527,8,0.1,Randomized,1
3528,8,0.0,Naive,1
3529,8,0.1,Randomized,1
3530,8,0.0,Naive,1
3531,8,0.1,Randomized,1
3532,8,0.0,Naive,1
3533,8,0.1,Randomized,1
3534,8,0.0,Naive,1
3535,8,0.1,Randomized,1
3536,8,0.0,Naive,1
3537,8,0.1,Randomized,1
3538,8,0.0,Naive,1
3539,8,0.1,Randomized,1
3540,8,0.0,Naive,1
3541,8,0.1,Randomized,1
3542,8,0.0,Naive,1
3543,8,0.1,Randomized,1
3544,8,0.0,Naive,1
3545,8,0.1,Randomized,1
3546,8,0.0,Naive,1
3547,8,0.1,Randomized,1
3548,8,0.0,Naive,1
3549,8,0.1,Randomized,1
3550,8,0.0,Naive,1
3551,8,0.1,Randomized,1
3552,8,0.0,Naive,1
3553,8,0.1,Randomized,1
3554,8,0.0,Naive,1
3555,8,0.1,Randomized,1
3556,8,0.0,Naive,1
3557,8,0.1,Randomized,1
3558,8,0.0,Naive,1
3559,8,0.1,Randomized,1
3560,8,0.0,Naive,1
3561,8,0.1,Randomized,1
3562,8,0.0,Naive,1
3563,8,0.1,Randomized,1
3564,8,0.0,Naive,1
3565,8,0.1,Randomized,1
3566,8,0.0,Naive,1
3567,8,0.1,Randomized,1
3568,8,0.0,Naive,1
3569,8,0.1,Randomized,1
3570,8,0.0,Naive,1
3571,8,0.1,Randomized,1
3572,8,0.0,Naive,1
3573,8,0.1,Randomized,1
3574,8,0.0,Naive,1
3575,8,0.1,Randomized,1
3576,8,0.0,Naive,1
3577,8,0.1,Randomized,1
3578,8,0.0,Naive,1
3579,8,0.1,Randomized,1
3580,8,0.0,Naive,1
3581,8,0.1,Randomized,1
3582,8,0.0,Naive,1
3583,8,0.1,Randomized,1
3584,8,0.0,Naive,1
3585,8,0.1,Randomized,1
3586,8,0.0,Naive,1
3587,8,0.1,Randomized,1
3588,8,0.0,Naive,1
3589,8,0.1,Randomized,1
3590,8,0.0,Naive,1
3591,8,0.1,Randomized,1
3592,8,0.0,Naive,1
3593,8,0.1,Randomized,1
3594,8,0.0,Naive,1
3595,8,0.1,Randomized,1
3596,8,0.0,Naive,1
3597,8,0.1,Randomized,1
3598,8,0.0,Naive,1
3599,8,0.1,Randomized,1
3600,8,0.0,Naive,1
3601,8,0.1,Randomized,1
3602,8,0.0,Naive,1
3603,8,0.1,Randomized,1
3604,8,0.0,Naive,1
3605,8,0.1,Randomized,1
3606,8,0.0,Naive,1
3607,8,0.1,Randomized,1
3608,8,0.0,Naive,1
3609,8,0.1,Randomized,1
3610,8,0.0,Naive,1
3611,8,0.1,Randomized,1
3612,8,0.0,Naive,1
3613,8,0.1,Randomized,1
3614,8,0.0,Naive,1
3615,8,0.1,Randomized,1
3616,8,0.0,Naive,1
3617,8,0.1,Randomized,1
3618,8,0.0,Naive,1
3619,8,0.1,Randomized,1
3620,8,0.0,Naive,1
3621,8,0.1,Randomized,1
3622,8,0.0,Naive,1
3623,8,0.1,Randomized,1
3624,8,0.0,Naive,1
3625,8,0.1,Randomized,1
3626,8,0.0,Naive,1
3627,8,0.1,Randomized,1
3628,8,0.0,Naive,1
3629,8,0.1,Randomized,1
3630,8,0.0,Naive,1
3631,8,0.1,Randomized,1
3632,8,0.0,Naive,1
3633,8,0.1,Randomized,1
3634,8,0.0,Naive,1
3635,8,0.1,Randomized,1
3636,8,0.0,Naive,1
3637,8,0.1,Randomized,1
3638,8,0.0,Naive,1
3639,8,0.1,Randomized,1
3640,8,0.0,Naive,1
3641,8,0.1,Randomized,1
3642,8,0.0,Naive,1
3643,8,0.1,Randomized,1
3644,8,0.0,Naive,1
3645,8,0.1,Randomized,1
3646,8,0.0,Naive,1
3647,8,0.1,Randomized,1
3648,8,0.0,Naive,1
3649,8,0.1,Randomized,1
3650,8,0.0,Naive,1
3651,8,0.1,Randomized,1
3652,8,0.0,Naive,1
3653,8,0.1,Randomized,1
3654,8,0.0,Naive,1
3655,8,0.1,Randomized,1
3656,8,0.0,Naive,1
3657,8,0.1,Randomized,1
3658,8,0.0,Naive,1
3659,8,0.1,Randomized,1
3660,8,0.0,Naive,1
3661,8,0.1,Randomized,1
3662,8,0.0,Naive,1
3663,8,0.1,Randomized,1
